time,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
2021-01-30 23:54:00,318.1204,316.4892,315.942,315.6492,316.2769,311.6091,315.8692,316.2553,317.703,316.812
2021-01-30 23:56:00,318.1626,316.5887,316.0405,315.8762,316.4527,311.5309,315.9408,316.3636,317.708,317.0792
2021-01-30 23:58:00,318.2146,316.6717,316.3044,315.969,316.5771,310.7104,316.2222,316.5002,317.7711,317.0091
2021-01-31 00:00:00,318.2546,316.602,316.3628,316.0783,316.5854,310.995,316.1539,316.4685,317.8192,317.101
2021-01-31 00:02:00,318.2523,316.6584,316.4029,316.1098,316.9437,311.1698,316.3204,316.5035,317.869,317.141
2021-01-31 00:04:00,318.3015,316.7811,316.3795,316.0966,316.6866,312.6276,316.2105,316.7017,317.8492,317.0926
2021-01-31 00:06:00,318.3003,316.9154,316.5581,316.2275,316.9868,312.6076,316.3204,316.8349,317.9155,317.146
2021-01-31 00:08:00,318.3525,317.0115,316.6049,316.3187,317.005,311.1698,316.4886,316.9015,317.8807,317.3314
2021-01-31 00:10:00,318.3601,317.1425,316.7435,316.3932,317.136,312.0285,316.5168,316.9814,318.0136,317.4016
2021-01-31 00:12:00,318.3749,317.0679,316.8387,316.5076,317.1095,312.6076,316.6884,317.083,318.0284,317.3197
2021-01-31 00:14:00,318.3633,317.3199,316.7568,316.5838,317.0067,312.9871,316.7266,317.0863,318.0534,317.4199
2021-01-31 00:16:00,318.4268,317.3166,316.9055,316.6484,317.2787,313.0087,316.7133,317.2029,318.0883,317.4199
2021-01-31 00:18:00,318.4522,317.3895,316.9973,316.6667,317.3831,312.6476,316.9647,317.2612,318.1548,317.5485
2021-01-31 00:20:00,318.4633,317.3862,317.0357,316.8324,317.5342,313.067,317.0579,317.3012,318.1929,317.6104
2021-01-31 00:22:00,318.5328,317.5272,317.1893,316.8539,317.4678,312.4862,317.0596,317.4511,318.3175,317.6822
2021-01-31 00:24:00,318.602,317.6914,317.2878,317.0511,317.7431,312.9871,317.2477,317.5993,318.2627,317.5819
2021-01-31 00:26:00,318.6344,317.7261,317.3712,317.2285,317.8708,313.2067,317.3409,317.6976,318.3972,317.7807
2021-01-31 00:28:00,318.5849,317.9069,317.4681,317.2898,317.8708,314.5615,317.3959,317.8824,318.4022,317.8224
2021-01-31 00:30:00,318.637,317.9433,317.3412,317.3494,318.0334,313.4448,317.6273,317.8857,318.4038,317.8676
2021-01-31 00:32:00,318.6749,317.9599,317.5816,317.4373,318.0516,313.9657,317.5124,317.9374,318.4088,317.9009
2021-01-31 00:34:00,318.7093,318.061,317.6584,317.4373,318.2474,313.7477,317.6523,318.0473,318.4652,317.9444
2021-01-31 00:36:00,318.7152,318.1937,317.8153,317.5665,318.259,314.3651,317.7704,318.1806,318.4453,318.0012
2021-01-31 00:38:00,318.7106,318.1473,317.862,317.5947,318.4846,314.5349,317.7172,318.2389,318.5499,318.0412
2021-01-31 00:40:00,318.7799,318.2682,317.9639,317.6859,318.4149,314.4666,317.8504,318.3005,318.5549,318.083
2021-01-31 00:42:00,318.8011,318.3495,317.9822,317.8084,318.4928,314.8061,317.9503,318.4021,318.5848,318.1648
2021-01-31 00:44:00,318.8028,318.5335,318.0223,317.9327,318.6089,314.9043,318.0018,318.497,318.6795,318.2032
2021-01-31 00:46:00,318.8354,318.4821,318.171,317.8847,318.6803,315.1656,318.0551,318.542,318.7326,318.2416
2021-01-31 00:48:00,318.8423,318.5667,318.2026,318.0089,318.7102,315.0441,318.1783,318.522,318.7193,318.2817
2021-01-31 00:50:00,318.8785,318.58,318.2627,318.0338,318.8329,315.104,318.3164,318.5853,318.7974,318.2617
2021-01-31 00:52:00,318.8812,318.5684,318.3012,318.0371,318.9008,315.282,318.2433,318.5903,318.7741,318.3068
2021-01-31 00:54:00,318.8845,318.6761,318.3028,318.0305,318.7433,315.3569,318.3299,318.6252,318.7575,318.3435
2021-01-31 00:56:00,318.8976,318.6993,318.383,318.0952,318.9025,315.2038,318.3399,318.6835,318.7593,318.3786
2021-01-31 00:58:00,318.9273,318.696,318.403,318.1118,318.8345,315.4568,318.4081,318.7202,318.7808,318.3185
2021-01-31 01:00:00,318.9465,318.8171,318.4698,318.2477,319.022,315.8995,318.3948,318.7784,318.8007,318.4421
2021-01-31 01:02:00,319.0149,318.8386,318.5616,318.3106,319.0783,315.7846,318.4947,318.8783,318.9203,318.4788
2021-01-31 01:04:00,319.0247,318.9629,318.6635,318.4066,319.153,315.7596,318.568,318.9649,318.9785,318.5189
2021-01-31 01:06:00,319.054,319.0905,318.6835,318.4631,319.1697,316.3821,318.6827,319.0365,318.9369,318.5189
2021-01-31 01:08:00,319.0742,319.1288,318.7219,318.5426,319.2791,316.3621,318.7211,319.0965,319.0381,318.6609
2021-01-31 01:10:00,319.0883,319.1769,318.8438,318.5891,319.4084,316.6384,318.7512,319.1764,319.0814,318.6592
2021-01-31 01:12:00,319.0886,319.1884,318.8438,318.5958,319.4484,316.7016,318.8327,319.2247,319.1395,318.7026
2021-01-31 01:14:00,319.0973,319.1935,318.8604,318.6271,319.4747,316.68,318.7944,319.2447,319.1229,318.7227
2021-01-31 01:16:00,319.0978,319.19,318.8838,318.7001,319.4432,316.705,318.9225,319.238,319.0847,318.6826
2021-01-31 01:18:00,319.1124,319.182,318.9389,318.6668,319.5328,316.6833,318.8843,319.2847,319.1113,318.7227
2021-01-31 01:20:00,319.1128,319.2183,318.9022,318.6851,319.4365,316.8231,318.8843,319.3414,319.103,318.741
2021-01-31 01:22:00,319.0605,319.1122,319.0041,318.6851,319.5145,316.9812,318.8443,319.3147,319.0315,318.7628
2021-01-31 01:24:00,319.0364,319.0672,318.9222,318.6985,319.387,317.0611,318.8893,319.3181,319.0315,318.6793
2021-01-31 01:26:00,319.0108,319.1552,318.9423,318.6123,319.5014,317.0179,318.7827,319.2664,319.0348,318.6609
2021-01-31 01:28:00,319.0421,319.2068,318.9623,318.637,319.3935,317.0794,318.8193,319.2397,319.0298,318.6659
2021-01-31 01:30:00,319.0706,319.1553,318.964,318.69,319.4432,317.1826,318.8161,319.3064,319.0166,318.6826
2021-01-31 01:32:00,319.0981,319.1703,319.0024,318.7001,319.4997,317.2225,318.8843,319.3463,319.0515,318.706
2021-01-31 01:34:00,319.1308,319.278,319.0424,318.7498,319.4863,317.3007,318.8908,319.4014,319.1129,318.7644
2021-01-31 01:36:00,319.2184,319.4438,319.0792,318.7945,319.576,317.3573,318.9109,319.4497,319.0996,318.7778
2021-01-31 01:38:00,319.2655,319.5433,319.3246,318.9021,319.7849,317.577,319.1024,319.6046,319.2458,318.9231
2021-01-31 01:40:00,319.2578,319.56,319.4431,319.0695,319.7602,317.6802,319.2087,319.7611,319.3071,318.9632
2021-01-31 01:42:00,319.2518,319.5765,319.4031,319.0912,319.9441,317.7418,319.3305,319.7427,319.2956,319.0033
2021-01-31 01:44:00,319.2422,319.5765,319.4048,319.0381,319.8812,317.7118,319.3055,319.7444,319.3436,319.0016
2021-01-31 01:46:00,319.2346,319.734,319.3831,319.0547,319.7767,317.6768,319.3021,319.7544,319.2774,319.0033
2021-01-31 01:48:00,319.2335,319.6161,319.4232,319.1094,319.906,317.7018,319.3387,319.736,319.2956,318.9866
2021-01-31 01:50:00,319.2221,319.5117,319.4048,319.0547,319.7882,317.7767,319.2189,319.7244,319.2507,318.9833
2021-01-31 01:52:00,319.1941,319.5764,319.4048,319.0446,319.8513,317.76,319.3203,319.7126,319.2757,318.9632
2021-01-31 01:54:00,319.1962,319.5533,319.3997,319.0265,319.7833,317.6968,319.2355,319.741,319.2391,318.9482
2021-01-31 01:56:00,319.1847,319.4769,319.4031,319.0149,319.9011,317.6203,319.1972,319.7643,319.269,318.9432
2021-01-31 01:58:00,319.1923,319.5648,319.4014,318.9604,319.8546,317.7234,319.224,319.716,319.2823,318.9482
2021-01-31 02:00:00,319.207,319.4869,319.4048,318.9685,319.8413,317.7401,319.1839,319.7576,319.2807,318.9448
2021-01-31 02:02:00,319.2313,319.5731,319.3813,319.0366,319.8961,317.6403,319.3237,319.7177,319.2524,318.9666
2021-01-31 02:04:00,319.256,319.6296,319.4048,319.0647,319.8364,317.7035,319.3469,319.776,319.2724,318.9632
2021-01-31 02:06:00,319.2538,319.6377,319.4065,319.0844,319.8545,317.78,319.3187,319.761,319.299,318.9866
2021-01-31 02:08:00,319.2539,319.676,319.4214,319.1143,319.8661,317.8017,319.3036,319.7543,319.3122,319.0083
2021-01-31 02:10:00,319.2735,319.6493,319.4615,319.1143,319.8928,317.8982,319.3437,319.7661,319.3321,318.9849
2021-01-31 02:12:00,319.2621,319.6677,319.4448,319.1275,319.9525,317.7401,319.3704,319.7194,319.3239,319.025
2021-01-31 02:14:00,319.2835,319.6893,319.4666,319.1442,319.9626,317.7401,319.3671,319.7993,319.3155,319.025
2021-01-31 02:16:00,319.2778,319.6792,319.4666,319.1176,319.9441,317.8416,319.4667,319.8544,319.3122,319.0216
2021-01-31 02:18:00,319.0998,319.6544,319.4832,319.1127,320.0787,317.8765,319.3636,319.8476,319.2557,319.0467
2021-01-31 02:20:00,319.1609,319.6179,319.4431,318.9999,319.7436,317.8599,319.3123,319.8942,319.1909,319.0417
2021-01-31 02:22:00,319.1431,319.5102,319.4248,319.0032,319.8678,317.8217,319.3304,319.7593,319.196,318.9197
2021-01-31 02:24:00,319.127,319.5599,319.3914,318.9734,319.828,317.7983,319.2571,319.776,319.1926,318.9047
2021-01-31 02:26:00,319.1216,319.5301,319.4048,318.9537,319.8165,317.805,319.1323,319.7227,319.1611,318.8846
2021-01-31 02:28:00,319.12,319.5117,319.3831,319.0266,319.8612,317.8,319.1689,319.6977,319.2574,318.8914
2021-01-31 02:30:00,319.1197,319.4769,319.3847,318.9818,319.7867,317.8416,319.2654,319.6996,319.1761,318.8646
2021-01-31 02:32:00,319.1362,319.5548,319.3847,318.9817,319.7269,317.8017,319.2004,319.7144,319.123,318.8646
2021-01-31 02:34:00,319.1602,319.5814,319.3847,318.9735,319.8114,317.8815,319.2189,319.7611,319.2059,318.9031
2021-01-31 02:36:00,319.1952,319.6476,319.4031,319.0348,319.823,317.9182,319.2738,319.7944,319.2425,318.9047
2021-01-31 02:38:00,319.2394,319.5897,319.4048,319.0645,319.9011,317.9731,319.3056,319.7794,319.2225,318.9398
2021-01-31 02:40:00,319.2808,319.7125,319.4448,319.1226,319.9194,318.013,319.2773,319.7661,319.2857,319.0033
2021-01-31 02:42:00,319.3165,319.7769,319.4616,319.1607,319.9923,318.0596,319.3271,319.8376,319.3256,319.0267
2021-01-31 02:44:00,319.3267,319.7224,319.5201,319.1823,319.9573,318.1162,319.4486,319.8809,319.3305,319.0851
2021-01-31 02:46:00,319.3741,319.8185,319.5684,319.2123,319.9724,318.1445,319.4737,319.9393,319.3886,319.1035
2021-01-31 02:48:00,319.3914,319.7902,319.5801,319.2386,320.0903,318.1811,319.5367,319.9109,319.4019,319.1035
2021-01-31 02:50:00,319.3982,319.8534,319.6136,319.29,320.0701,318.201,319.5069,319.9608,319.4983,319.1603
2021-01-31 02:52:00,319.4081,319.8617,319.6854,319.3148,320.0718,318.236,319.4537,319.9792,319.4949,319.1636
2021-01-31 02:54:00,319.4161,319.9014,319.657,319.3513,320.135,318.2194,319.5635,320.001,319.4716,319.1853
2021-01-31 02:56:00,319.4385,319.9129,319.6687,319.2883,320.2046,318.2693,319.5335,320.0559,319.4817,319.2237
2021-01-31 02:58:00,319.4353,319.8815,319.6854,319.2985,320.2361,318.3392,319.635,320.0609,319.4815,319.2254
2021-01-31 03:00:00,319.4496,319.976,319.7137,319.3363,320.2096,318.3126,319.5935,320.0626,319.5199,319.2037
2021-01-31 03:02:00,319.4405,319.923,319.7087,319.3049,320.1632,318.3192,319.6368,320.0526,319.533,319.1837
2021-01-31 03:04:00,319.4542,319.8731,319.7087,319.3563,320.1914,318.2993,319.5253,320.0759,319.5182,319.2037
2021-01-31 03:06:00,319.4434,319.9063,319.7354,319.3083,320.1316,318.3192,319.4502,320.0593,319.5016,319.202
2021-01-31 03:08:00,319.4457,319.8731,319.7204,319.3363,320.0985,318.276,319.6169,320.0726,319.4451,319.202
2021-01-31 03:10:00,319.447,319.8765,319.7021,319.3546,320.1861,318.3392,319.5919,320.0591,319.528,319.2237
2021-01-31 03:12:00,319.4416,319.8997,319.7321,319.3148,320.2592,318.2993,319.6284,320.0726,319.5016,319.2237
2021-01-31 03:14:00,319.3824,319.8798,319.7087,319.3332,320.1582,318.3126,319.5684,320.0443,319.4901,319.2037
2021-01-31 03:16:00,319.366,319.6909,319.6086,319.29,320.0206,318.221,319.46,319.921,319.3354,319.1837
2021-01-31 03:18:00,319.2787,319.6609,319.5268,319.2436,319.9374,318.1229,319.4653,319.8794,319.407,319.0634
2021-01-31 03:20:00,319.2589,319.6693,319.485,319.174,319.9807,318.1395,319.3604,319.8394,319.2855,319.0601
2021-01-31 03:22:00,319.2349,319.671,319.4449,319.1424,319.9194,318.0962,319.3489,319.7811,319.2956,319
2021-01-31 03:24:00,319.1849,319.623,319.4283,319.1408,319.9395,318.0413,319.2571,319.7978,319.274,318.9816
2021-01-31 03:26:00,319.1824,319.5697,319.4215,319.0993,319.8844,318.0097,319.2487,319.7395,319.2508,318.9432
2021-01-31 03:28:00,319.1785,319.5102,319.4249,319.0911,319.8944,317.9997,319.2854,319.7144,319.206,318.9398
2021-01-31 03:30:00,319.1711,319.55,319.4215,319.0613,319.916,317.9764,319.2203,319.7144,319.2258,318.9414
2021-01-31 03:32:00,319.1782,319.5681,319.4199,319.058,319.8595,317.9564,319.2221,319.7244,319.2092,318.9248
2021-01-31 03:34:00,319.1663,319.5764,319.3849,318.9868,319.8182,317.9598,319.279,319.7077,319.2343,318.9248
2021-01-31 03:36:00,319.1797,319.6693,319.4215,319.0844,319.8232,317.9398,319.3203,319.7277,319.1677,318.9214
2021-01-31 03:38:00,319.1685,319.6444,319.4032,319.1077,319.9127,318.0014,319.2571,319.7344,319.2242,318.9197
2021-01-31 03:40:00,319.1936,319.6296,319.4349,319.0662,319.863,317.9814,319.2323,319.6994,319.2408,318.9632
2021-01-31 03:42:00,319.183,319.5847,319.3981,319.0861,319.8596,317.9797,319.2704,319.696,319.2774,318.9432
2021-01-31 03:44:00,319.1936,319.598,319.4015,319.1275,319.8745,317.9997,319.2888,319.6977,319.2224,318.9197
2021-01-31 03:46:00,319.1729,319.5747,319.4382,319.106,319.8863,317.9797,319.2888,319.6977,319.2224,318.9632
2021-01-31 03:48:00,319.1894,319.5134,319.4015,319.1442,319.8132,317.9797,319.2154,319.696,319.2624,318.8997
2021-01-31 03:50:00,319.1835,319.5301,319.4116,319.1309,319.9029,317.9797,319.2321,319.696,319.2823,318.9197
2021-01-31 03:52:00,319.187,319.5481,319.3847,319.1293,319.8081,318.023,319.2623,319.7177,319.2192,318.9398
2021-01-31 03:54:00,319.1792,319.5865,319.3914,319.1491,319.7998,317.9598,319.1938,319.696,319.2723,318.9031
2021-01-31 03:56:00,319.1767,319.5896,319.4066,319.0662,319.9144,317.9814,319.3004,319.716,319.269,318.9231
2021-01-31 03:58:00,319.1392,319.4571,319.4066,319.1227,319.7585,317.9547,319.2671,319.696,319.1561,318.8997
2021-01-31 04:00:00,319.1597,319.3942,319.3665,318.9436,319.8199,317.8649,319.2405,319.5994,319.2757,318.883
2021-01-31 04:02:00,319.0754,319.4984,319.2913,318.9419,319.8248,317.7367,319.2122,319.6161,319.1296,318.878
2021-01-31 04:04:00,319.0961,319.4356,319.243,318.9552,319.6638,317.805,319.1408,319.6377,319.108,318.8229
2021-01-31 04:06:00,319.1273,319.4222,319.2446,318.9188,319.7021,317.765,318.9958,319.5744,319.1112,318.8196
2021-01-31 04:08:00,319.1783,319.4553,319.2412,318.8822,319.6355,317.76,319.1406,319.5961,319.0913,318.8196
2021-01-31 04:10:00,319.2281,319.4754,319.2713,318.9304,319.7451,317.7817,319.0874,319.636,319.1794,318.8413
2021-01-31 04:12:00,319.2811,319.4487,319.3114,318.9153,319.6573,317.82,319.1288,319.6577,319.1926,318.863
2021-01-31 04:14:00,319.3276,319.472,319.3247,318.9635,319.8712,317.8,319.2189,319.6177,319.2291,318.8813
2021-01-31 04:16:00,319.3604,319.5349,319.3632,319.0347,319.7137,317.8217,319.1707,319.6177,319.2308,318.9565
2021-01-31 04:18:00,319.3979,319.588,319.3865,319.0364,319.8993,317.8382,319.2355,319.661,319.3023,318.9231
2021-01-31 04:20:00,319.4153,319.593,319.4082,319.1144,319.7966,317.7967,319.214,319.6761,319.3421,318.9865
2021-01-31 04:22:00,319.3932,319.5201,319.3932,319.1972,319.9261,317.7767,319.2306,319.6977,319.3453,318.9831
2021-01-31 04:24:00,319.3859,319.3195,319.368,319.1525,319.921,317.7001,319.1689,319.7126,319.3521,318.9848
2021-01-31 04:26:00,319.1851,319.3942,319.3914,319.0862,319.0319,317.0577,319.2089,319.6594,319.3504,318.9397
2021-01-31 04:28:00,319.2478,319.4685,319.348,318.7397,319.7417,317.0577,319.1007,319.4962,319.2408,318.6374
2021-01-31 04:30:00,319.3165,319.2167,319.1643,318.9221,319.6424,311.7689,319.0591,319.661,319.3188,318.8228
2021-01-31 04:32:00,319.2871,319.2779,319.0141,318.9686,318.8096,318.0763,319.0275,319.636,319.294,318.8596
2021-01-31 04:34:00,318.9708,319.394,319.3414,318.816,319.6024,316.7498,319.0607,319.5728,319.2591,318.8379
2021-01-31 04:36:00,319.2078,319.3559,319.0208,318.8194,319.6704,316.3621,319.0407,319.4562,319.196,318.8813
2021-01-31 04:38:00,319.2206,319.3262,319.1461,318.8757,319.4484,316.1891,318.9426,319.5744,319.1544,318.7928
2021-01-31 04:40:00,319.2443,319.3194,319.0909,318.7895,319.5427,316.0226,318.9575,319.4345,319.1925,318.7961
2021-01-31 04:42:00,319.2394,319.1255,319.0325,318.7232,319.5776,316.5419,318.9044,319.0781,319.1179,318.8529
2021-01-31 04:44:00,319.1959,319.0991,318.7503,318.657,319.4532,316.3787,318.7429,319.2414,319.1096,318.6859
2021-01-31 04:46:00,319.1729,319.0392,318.9857,318.6652,319.3886,316.7815,318.7661,319.278,319.1495,318.6809
2021-01-31 04:48:00,318.9216,319.0974,318.9106,318.5808,319.2675,315.7248,318.781,319.2963,319.0914,318.6641
2021-01-31 04:50:00,319.114,318.7889,318.6134,318.4796,319.241,316.2989,318.6745,319.0965,318.9767,318.6759
2021-01-31 04:52:00,319.0934,318.8668,318.7837,318.5642,318.4978,317.6602,318.5281,319.1581,319.0764,318.6291
2021-01-31 04:54:00,319.1317,318.9364,318.8455,318.3951,319.1762,315.9427,318.7844,319.2763,319.063,318.6324
2021-01-31 04:56:00,319.1586,319.0078,318.7486,318.5044,319.0884,315.946,318.6063,319.0981,319.1295,318.6158
2021-01-31 04:58:00,319.112,318.8968,318.7436,318.4647,319.1779,315.9527,318.6194,319.1165,319.0315,318.6392
2021-01-31 05:00:00,319.0454,318.7574,318.6501,318.4067,319.1183,315.5101,318.5829,319.0365,319.0665,318.5823
2021-01-31 05:02:00,319.1384,318.6629,318.6035,318.3072,319.0287,315.4035,318.5346,318.9133,318.9767,318.5155
2021-01-31 05:04:00,318.9999,318.7508,318.3429,318.2161,319.1828,315.6432,318.2617,318.8583,318.9335,318.2183
2021-01-31 05:06:00,319.0704,318.5552,318.5266,317.9261,319.1565,315.2404,318.2717,318.437,318.7576,318.2683
2021-01-31 05:08:00,319.0804,318.26,318.2644,317.9046,319.1282,316.8015,318.3083,318.9966,318.8737,318.3618
2021-01-31 05:10:00,318.7765,318.4391,318.6017,318.0901,317.5508,316.9612,318.2249,318.3753,318.8902,318.3986
2021-01-31 05:12:00,318.3834,318.2467,317.9005,317.5914,318.1877,311.8887,317.887,318.382,318.4802,317.9059
2021-01-31 05:14:00,318.6835,318.081,317.7202,317.3345,318.05,311.3894,317.1877,317.6576,318.4785,317.6303
2021-01-31 05:16:00,318.5899,317.9915,317.2811,317.1953,318.1446,311.3462,317.4475,318.0773,318.5399,317.6938
2021-01-31 05:18:00,318.7845,317.9682,317.6434,317.2367,318.0799,310.7936,317.3792,317.7775,318.4685,317.6721
2021-01-31 05:20:00,318.6729,317.9135,317.1575,317.0992,318.0632,311.2496,317.3642,317.8574,318.3672,317.5602
2021-01-31 05:22:00,318.7007,317.7859,317.1024,316.9766,317.9704,310.5707,317.1694,317.4128,318.2941,317.5268
2021-01-31 05:24:00,318.895,317.6548,317.0006,316.9533,318.1014,311.5492,317.0795,317.5992,318.241,317.4566
2021-01-31 05:26:00,318.5873,317.5885,317.1659,316.8523,317.4877,311.0499,317.1128,317.6376,318.4104,317.4349
2021-01-31 05:28:00,318.0851,316.7695,315.7567,316.6783,317.4712,311.0499,317.0196,317.5177,318.2227,317.3531
2021-01-31 05:30:00,318.2269,316.4312,315.7567,315.6773,316.6037,310.291,315.323,316.1354,317.9105,317.0575
2021-01-31 05:32:00,318.3708,316.4859,315.8369,315.563,316.6352,310.1879,315.5395,316.0388,317.7777,316.7535
2021-01-31 05:34:00,318.657,316.8706,315.9137,315.6012,316.5954,309.8717,315.6177,316.1005,317.8939,316.8487
2021-01-31 05:36:00,318.3176,316.6335,316.4547,316.1049,317.2074,309.3524,315.7976,316.5401,318.08,317.0792
2021-01-31 05:38:00,318.4783,316.4329,315.7985,315.5912,316.7546,309.5322,315.6611,316.0421,317.8591,316.8721
2021-01-31 05:40:00,318.241,316.3401,315.9003,315.6342,316.7031,309.652,315.6444,315.9789,317.8591,316.8537
2021-01-31 05:42:00,318.3995,316.2854,315.498,315.3641,316.5108,309.5721,315.373,315.799,317.6979,316.6667
2021-01-31 05:44:00,318.2683,316.3052,315.6983,315.3774,316.2437,310.153,315.458,315.8956,317.7827,316.6951
2021-01-31 05:46:00,318.1138,316.1991,315.6382,315.336,315.9733,310.2528,315.4562,315.8789,317.8391,316.7786
2021-01-31 05:48:00,318.4046,316.1295,315.4162,315.1636,316.0115,309.1328,315.2132,315.8789,317.7079,316.6717
2021-01-31 05:50:00,318.2606,315.9885,315.316,315.0443,316.2752,309.6752,315.0518,315.5408,317.5734,316.5531
2021-01-31 05:52:00,318.2316,315.8029,315.1574,314.9631,315.7726,308.3939,314.9201,315.3394,317.5551,316.5047
2021-01-31 05:54:00,318.1964,315.7846,315.0172,314.8338,315.5205,308.9715,314.7804,315.3394,317.4871,316.4529
2021-01-31 05:56:00,318.1158,315.584,314.8552,314.6648,315.4392,308.8332,314.6438,315.1795,317.4954,316.351
2021-01-31 05:58:00,318.1567,315.4796,314.7166,314.5818,315.426,308.5736,314.5988,315.0396,317.3907,316.3143
2021-01-31 06:00:00,318.1125,315.0203,314.6966,314.4958,315.2054,308.6135,314.4974,314.9563,317.3591,316.2508
2021-01-31 06:02:00,317.9262,315.1612,314.6398,314.3963,315.1423,307.9163,314.291,314.8564,317.3575,316.2391
2021-01-31 06:04:00,318.2341,315.1347,314.1339,314.1461,315.353,308.0177,314.2892,314.8181,317.2014,316.0738
2021-01-31 06:06:00,318.093,315.1032,314.3142,314.113,315.0096,307.8946,314.2592,314.5816,317.3127,316.1139
2021-01-31 06:08:00,318.0414,314.9622,314.1757,313.9672,314.8072,307.9312,314.1294,314.5816,317.2363,316.0504
2021-01-31 06:10:00,317.9766,314.7434,313.932,313.7617,314.6082,308.4755,313.9931,314.46,317.1632,315.8968
2021-01-31 06:12:00,317.8936,314.4964,313.8118,313.5909,314.4175,308.2341,313.7297,314.2402,317.0869,315.8099
2021-01-31 06:14:00,317.8376,314.2509,313.6348,313.3574,314.2167,307.8963,313.5615,314.077,317.0187,315.7331
2021-01-31 06:16:00,317.7849,314.0188,313.4544,313.2063,314.1289,307.3172,313.4167,313.8605,316.9424,315.6095
2021-01-31 06:18:00,317.6113,313.5296,313.2741,313.0158,313.9247,306.7762,312.9375,313.5807,316.8842,315.4675
2021-01-31 06:20:00,317.9515,313.8018,312.6113,312.3615,313.4156,306.6364,312.4929,312.9229,316.6135,315.1769
2021-01-31 06:22:00,317.8449,313.3605,312.9536,312.6183,313.5949,306.4385,312.9456,313.2609,316.7846,315.2488
2021-01-31 06:24:00,317.5971,313.1038,312.2724,311.9803,313.346,306.5398,312.0998,312.5898,316.7032,315.2488
2021-01-31 06:26:00,317.6291,312.6824,312.4527,312.1245,312.7721,306.1022,312.4445,313.0411,316.4674,314.9147
2021-01-31 06:28:00,317.4606,311.8636,311.6496,311.5245,312.4021,304.7609,311.4653,311.7638,316.499,314.8279
2021-01-31 06:30:00,317.4434,311.6531,311.3091,310.8783,311.6689,304.6593,310.8478,311.3408,316.1136,314.5105
2021-01-31 06:32:00,317.5825,311.7093,311.2874,310.797,311.1863,304.0021,311.0692,311.7421,316.0323,314.2467
2021-01-31 06:34:00,317.3811,311.1456,311.0252,310.5303,311.8797,306.257,310.47,310.7645,316.1884,314.5072
2021-01-31 06:36:00,317.3825,311.0562,310.4275,310.1891,311.3242,306.4167,310.2036,310.7628,315.8795,314.2266
2021-01-31 06:38:00,317.3806,310.9633,310.3874,310.073,311.1898,302.4426,309.9602,310.463,315.9426,313.9694
2021-01-31 06:40:00,317.3492,310.7807,310.0686,309.8724,310.8948,304.3398,309.7476,310.3032,315.8313,313.9644
2021-01-31 06:42:00,317.3314,310.61,309.9634,309.743,310.4116,302.1031,309.6407,310.14,315.8181,313.8442
2021-01-31 06:44:00,317.2957,310.3843,309.7047,309.3936,310.2093,305.1986,309.391,309.8435,315.8048,313.7023
2021-01-31 06:46:00,317.2516,309.975,309.3707,309.0619,310.1732,303.716,308.9933,309.5422,315.6421,313.6622
2021-01-31 06:48:00,317.2091,309.8491,309.127,308.7472,309.9753,302.1399,308.7733,309.2607,315.5557,313.4651
2021-01-31 06:50:00,317.1877,309.5555,308.8465,308.5843,309.6671,302.4059,308.5584,309.0841,315.4477,313.3415
2021-01-31 06:52:00,317.2593,309.456,308.6043,308.2848,309.2126,300.4273,308.3657,308.846,315.368,313.3448
2021-01-31 06:54:00,317.1764,309.1543,308.2454,308.036,309.0797,301.2693,307.8782,308.5262,315.3032,313.2229
2021-01-31 06:56:00,317.2075,308.9006,307.8047,307.728,308.9671,299.1874,307.6048,308.248,315.2434,313.0442
2021-01-31 06:58:00,317.1763,308.347,307.8047,307.4822,308.3716,301.0446,307.4836,307.9467,315.1638,312.9072
2021-01-31 07:00:00,317.2367,308.0983,307.3873,307.0273,307.9525,301.0065,306.9935,307.5453,315.0724,312.6434
2021-01-31 07:02:00,317.3677,307.5594,306.98,306.6303,307.4393,302.7607,306.5274,307.0474,315.0508,312.5449
2021-01-31 07:04:00,317.3041,307.195,306.4391,306.1299,307.1273,299.6004,305.9615,306.5428,314.9679,312.4447
2021-01-31 07:06:00,317.375,306.7384,305.9615,305.6743,306.2968,298.6082,305.5255,306.1263,314.8582,312.2025
2021-01-31 07:08:00,317.4255,305.9991,305.4356,305.0896,305.8094,298.645,305.0623,305.5868,314.8499,312.0021
2021-01-31 07:10:00,317.2994,305.3726,304.9598,304.5463,305.5829,296.8109,304.4694,304.9672,314.8266,311.8635
2021-01-31 07:12:00,317.2541,304.6277,304.0983,303.7441,304.6629,296.5513,303.5883,304.1097,314.4763,311.3607
2021-01-31 07:14:00,317.1869,303.9544,303.357,302.9881,304.1056,297.1903,302.7882,303.3285,314.2106,311.0201
2021-01-31 07:16:00,317.1582,303.247,302.5506,302.2321,303.0094,293.6156,301.9852,302.5458,314.0892,310.7195
2021-01-31 07:18:00,317.1248,302.6373,301.7911,301.5897,302.3885,296.5712,301.2716,301.7897,313.89,310.3755
2021-01-31 07:20:00,317.0951,302.174,301.0913,300.8471,301.3543,293.789,300.5128,301.0901,313.6442,310.0581
2021-01-31 07:22:00,317.0168,301.4781,300.5089,300.134,301.2213,295.0903,299.8346,300.3539,313.4633,309.7374
